lemmata,text
ТУНКИДОХКIА́,"(тункидоху́кIше, тункидохкIи́, тункидохкIу́н, тункидохкIōй, ту́нкидохкIо) понуд. от гл. тункIидокIа́"
ТУНКИДОХУ́КIНУ,понуд. масд. от гл. тункидохкIа́
ТУНК-ТУНКИДА́,"(тунк-тунки́дше// тунк-тунки́шше, тунк-тункиди́, тунк-тункиди́н, тунк-тункидōй, тунк-ту́нкидо) многокр. 1. ударяться, стукаться; геша хъодолъ тунк-тункиди рука об стенку ударялась 2. 1) ударять, стукать 2) перен. задевать; кандилон тунк-тункиди и дочь задели"
ТУНК-ТУНКИ́ДНУ,многокр. масд. от гл. тунк-тункида́
ТУНК-ТУНКИДОКIА́,"(тунк-тунки­до́кI­ше, тунк-тункидокIи́, тунк-тункидокIу́н, тунк-тункидокIōй, тунк-ту́нкидокIо) многокр. 1) ударять, стукать 2) перен. задевать"
ТУНК-ТУНКИДО́КIНУ,масд. от гл. тунк-тункидокIа́
ТУНК-ТУНКИДОКIОХКIА́,"(тунк-тункидокIоху́кIше, тунк-тункидокIохкIи́, тунк-тункидокIохкIу́н, тунк-тункидо­кIохкIōй, тунк-ту́нкидокIохкIо) многокр. понуд. II от гл. тунк-тункидохкIа́"
ТУНК-ТУНКИДОКIОХУ́КIНУ,многокр. понуд. масд. от гл. тунк-тункидокIохкIа́
ТУНК-ТУНКИДОХКIА́,"(тунк-тункидоху́кIше, тунк-тункидохкIи́, тунк-тункидохкIу́н, тунк-тункидохкIōй, тунк-ту́нкидохкIо) многокр. понуд. от гл. тунк-тункидокIа́"
ТУНК-ТУНКИДОХУ́КIНУ,многокр. масд. от гл. тунк-тункидохкIа́
ТУ́ННУ,"прич. подтаявшийся; туну эᴴсокьол меIхеIйи шли (ходили, шагали) по подтаявшемуся снегу"
ТУ́ННУ,1. масд. от гл. туна́ 2. подтаивание; эᴴсос туну подтаивание снега
ТУНУ́ХНУ,понуд. масд. от гл. тунха́
ТУНХА́,"(туну́хше, тунхи́, тунху́н, тунōх, ту́нхо) понуд. от гл. туна́"
ТУ́РКИ,"III (-и́, -и́бо, -иза́) рел. турки (песнь духовного содержания); жиде туркибо лези они пели турки"
ТУРКIЕ́Л,"IV (-ло, -бо, -за) 1) помощь; содействие; соучастие; дубло оси дил туркIел ӣ твои деньги мне помогли 2) продвижение, сдвиг; жидун ботIкъун хIалтIис туркIел лехъви когда они пришли, работа сдвинулась (продвинулась)"
ТУРКIИДА́,"(туркIи́дше//туркIи́шше, туркIиди́, туркIиди́н, туркIидōй, ту́р­кIидо) 1) дёргаться, надергиваться; эзол туркIиди глаз дёрнулся 2) перен. усилиться (о работе на жатве, сенокосе и др.); мону туркIиди участок (намеченный на скошение или жатву) уменьшился (букв. дернулся)"
ТУРКIИДОКIА́,"(туркIидо́кIше, тур­кIидокIи́, туркIидокIу́н, туркIидокIōй, ту́ркIидокIо) 1) вынудить дергаться 2) перен. усилить (о работе на жатве, сенокосе)"
ТУРКIИДО́КIНУ,масд. от гл. туркIи­докIа́
ТУРКIИДОКIОХКIА́,"(туркIидокIоху́кIше, туркIидокIохкIи́, туркIидокIох­кIу́н, туркIидокIохкIōй, ту́ркIидокIохкIо) понуд. II от гл. туркIидокIа́"
ТУРКIИДОКIОХУ́КIНУ,понуд. масд. от гл. туркIидокIохкIа́
ТУРКIИДОХКIА́,"(туркIидоху́кIше, туркIидохкIи́, туркIидохкIу́н, туркIидохкIōй, ту́ркIидохкIо) понуд. от гл. туркIидокIа́"
ТУРКIИДОХУ́КIНУ,понуд. масд. от гл. туркIидохкIа́
ТУРПА́Л,"III (-и́, -ба, -за́) 1) лошадь (пышногрудая, породистая); обудус турпал отцовская породистая лошадь 2) перен. смельчак, молодец; йу турпалыч эчын он оказался смельчаком"
ТУРТУ́ЛИ,IV (-и́) ворчание; дубо туртули лечхо твое ворчание надоело; перестань ворчать
ТУРУСИ́К,"V (-и́, -бо, -за́) трусы; къалас турусикбо детские трусики; турусик шикьа надеть трусы"
ТУСКIЕ́Л,"V (-и́, -бо, -за́) 1) корзина (плетёная из грубых стеблей); сапетка; тускIел лийа плести корзину; гьоᴴс тускIелма гула шерсть положить в корзину; 2) бумажная коробка (из-под конфет); квант. тускел, хварш. тускел; см. квед"
